AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WMT,Sharpe,returns,risk
0.0308227804560507,0.010177787553596395,0.04675062687271963,0.04520410946035477,0.049054656811261324,0.04653254085753291,0.0029209876670870734,0.004889003048096502,0.03775456133966559,0.03753809703487325,0.05567100008174474,0.03521725276935955,0.03313361499702637,0.039428374257799464,0.0017368950462789317,0.04827957299861369,0.004393747329320727,0.053407481548136446,0.04133192917252594,0.05720555075862369,0.05397276788166874,0.038969212005420494,0.022356055281808177,0.02873349317792226,0.022980626683944176,0.02404192143269244,0.02767023716696618,0.05231613713036349,0.04750897917854633,0.5000109229906958,0.10419877242493268,0.20606044946319377
0.06763247348696179,0.046855658773452116,0.03254416096663708,0.06018247335101578,0.0442702570545992,0.05160540698355026,0.019220551634712875,0.0027480896454764054,0.006971037504173787,0.05206164990120001,0.03290207436353102,0.03820350980216917,0.059966661555479826,0.006603450331450022,0.017946988269364243,0.0003540637353215669,0.04904990912316362,0.02205547069303519,0.0607864293045957,0.004742354195406054,0.06174380884166415,0.06325526747940236,0.013458594237789806,0.013062940906486988,0.03725903705426714,0.029050907465763522,0.019818698249140097,0.029812199166148287,0.055835875924042024,0.6093113618533096,0.13352479775793216,0.21649966372429005
0.042212420925517365,0.009517097042595117,0.027476552484561708,0.030352458297747013,0.022400968936582014,0.016823893752161288,0.04248852966566165,0.0285333300986332,0.03166268990971315,0.013702540568299757,0.0009832955997755345,0.041097231471267294,0.013612196552095815,0.019386805350436676,0.060104750510936,0.07170377825750024,0.04467535493974462,0.049322812347481884,0.047029299962702095,0.047637912725066914,0.025859279148028397,0.04620163695547208,0.02929319148013376,0.0019511493861626658,0.057679927220674415,0.04057935931344903,0.055120231570738136,0.011224072771898535,0.07136723275496379,0.49882954520235245,0.10439586320433226,0.20832591719290178
0.033124863304233,0.0014513206052420768,0.05568032295638343,0.0309628001131975,0.05525607216645113,0.011561864667014282,0.039792852149762484,0.0021332342016300325,0.04447408998535791,0.05787057236467394,0.01548246468842341,0.03843127691218211,0.0496592150832805,0.02720737039597697,0.020947117217124445,0.04413563332252001,0.05041269016713773,0.0016218855490850552,0.024338489080214545,0.04666755414130261,0.0502513164158304,0.06175417913648509,0.007745954335335983,0.0504928781147854,0.013167973391105963,0.037901574627752906,0.05618060225178126,0.046467820299486866,0.024826012356243154,0.5103036036725835,0.11087517985550097,0.21382449225940833
0.04123803485502316,0.005375697369878863,0.05290324741963506,0.003749665986133694,0.058402639684281825,0.054870336244865925,0.010740305218843732,0.05439565398250001,0.02082471094495816,0.03676350973975606,0.044324552988447195,0.04333713226686432,0.04316894098103719,0.011504836119190119,0.012792466160434468,0.03337721216256293,0.039619446866155636,0.05934838505494714,0.02851686535002779,0.04551010623438889,0.054259794184985936,0.02994147794547245,0.0542899247953943,0.03413567157296872,0.005911883932115899,0.03755240648364016,0.048667204847478114,0.032357893928531216,0.0021199966794811535,0.563891136122041,0.12215861637361954,0.2145820719718328
0.00570283191619793,0.04775472813806737,0.03132374449195573,0.04790168011555368,0.03475702097263195,0.06644274259154806,0.023851375254291558,0.03668673371364891,0.05566790033439322,0.0009919542982211775,0.010448253388240127,0.014691694878521703,0.037550721631495976,0.012759865193448771,0.040137932826805084,0.05310686769338285,0.02923220637635387,0.02989164959556081,0.05636482233277311,0.05888552674318177,0.022887307559322757,0.05216692489309609,0.03195824964837609,0.02246594130766648,0.022961290549571904,0.022530975063727636,0.06449844894829533,0.003246994399634575,0.06313361514403548,0.48282318961551024,0.10278644716745251,0.21266322823093559
0.040494873924029756,0.006534526844465162,0.04359871797560826,0.046342741887645984,0.0030062165013824576,0.0641646344985144,0.04132244814142516,0.06406202574293958,0.036719685728827056,0.03158909996849838,0.0013715516609219768,0.004106637817492678,0.010516126292793797,0.04504608043185107,0.05516507425018431,0.07180945020454793,0.03925927895398283,0.03999439803462722,0.02862921016051361,0.059639330985758195,0.04481446147377259,0.02890406729988092,0.04335983896784534,0.055870361839585214,0.049504648038245516,0.03037167637035815,0.00666943745542879,0.005989866819759929,0.001143531729113775,0.45969183604098285,0.10000222190398238,0.21538622957706827
0.052451155161565274,0.04040779951793861,0.04555998705625451,0.04319385751669299,0.01869456870060533,0.05969862717448897,0.011753141582591485,0.012347832953367286,0.032133711454128674,0.017090596783097288,0.06237580269430552,0.014127479272313614,0.041357857093976956,0.034032404725901744,0.042904766689000916,0.01824882154797598,0.03916115273056854,0.055234674031512256,0.05114364451634135,0.05660256089418499,0.022853611016564277,0.042190573994936004,0.015585737198819121,0.040995314266884096,0.03416872892844084,0.05729303285294183,0.012576897029793364,0.0006928115158657338,0.02512285109894239,0.5105786903650007,0.11183386791649219,0.21789662418062292
0.05924940154837371,0.025555818289589416,0.06532602409348519,0.03026512423068631,0.03884267050134952,0.012315131305937753,0.039884735185451346,0.04904506255389,0.03678150843840054,0.010044877600102283,0.013703623634594323,0.015357256605322767,0.06528406382187625,0.0016571499103326067,0.028478689965797506,0.05236301658309398,0.048065491219932116,0.04555193447684914,0.03635920885894495,0.0043607607111271545,0.04806113820826297,0.019781280904781533,0.04328257714912575,0.06594342791436442,0.025914594690303362,0.003548539274836626,0.053268599991756045,0.05108151381093028,0.010626778520502275,0.5472940658494968,0.1156609509637754,0.21063884507201588
0.01694140780769508,0.02162190467552398,0.06662564132995064,0.038168045044639096,0.009911728859701152,0.06708879585843325,0.04349186955057099,0.028005983279167306,0.01487388072217883,0.04882570706283559,0.044144198475126,0.04400027920546945,0.058880769360694536,0.05040275625613035,0.0339450943322266,0.018528050623954965,0.026340840917075874,0.054224473908303907,0.019547118184823586,0.013329812838709518,0.011414820134547943,0.016279455321670223,0.06874155996987784,0.023449464623576312,0.00843819957007516,0.03701405040856898,0.008100397131138228,0.05290443480148128,0.05475925974585347,0.4887278986824024,0.10690821590314867,0.21568897018291425
