AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WMT,Sharpe,returns,risk
0.05302440041542845,0.026131689046294215,0.008132247947133768,0.06652081548036298,0.019532727176628295,0.06641543486941248,0.007399903416747964,0.005404100680174583,0.04056531291226782,0.06436213250447981,0.03606318169000814,0.0031631199816259748,0.041023785762076416,0.019242702818567565,0.04021892832758455,0.06177543837452566,0.034382804085950576,0.06945192143833673,0.001249485679592801,0.04091696986881032,0.04855707218258942,0.02382257243674568,0.01943613353424405,0.05495375639450522,0.026433866419282706,0.008638001988116496,0.06561858096900318,0.047280476607003775,0.0002824369925003732,0.46160838134361015,0.10103804992588286,0.21553167143396454
0.020598828624480835,0.04822837463826373,0.017929361094616313,0.018133613573947556,0.03703685719169059,0.031166046213032875,0.02148958213597003,0.06921865109729665,0.0005379713458234168,0.010515598957556325,0.033817271543046326,0.05598850357598735,0.061752748055136156,0.06925587429648127,0.011516839264887462,0.04524114395528722,0.02502695679338105,0.06739342677909334,0.05529105361615169,0.001113000600211176,0.06491326103570112,0.013880813882022834,0.013233696118291461,0.059691484385987516,0.0031589101877651155,0.05160218458445855,0.004776578809152544,0.06636519104547144,0.02112617659880799,0.5753416989324865,0.11444115635741882,0.19833303177089456
0.025634433611782217,0.0032035555519457615,0.048323141641426114,8.389263974368429e-05,0.0017754075307378039,0.04801773938371904,0.04126610344940457,0.021527568996738283,0.057614166687411296,0.07427385820313409,0.009103397531119915,0.044018910331572375,0.06725188691603833,0.019757130725525478,0.028570105264312903,0.0024612547948600428,0.05410395325694876,0.005447954097678597,0.023363145729245305,0.03647675929606641,0.06435868646319878,0.05940248759164734,0.01818366301356466,0.04872442976707556,0.030029498726742935,0.02047590925810653,0.07122288406835019,0.06575261308242471,0.009575462389478276,0.5112629667751705,0.11202176727875461,0.21562373957767397
0.0403907065639521,0.011275971987979435,0.03921701850739439,0.022577602534755256,0.038814421537819215,0.013444034901538442,0.013381812139225908,0.0630858177753149,0.0377588265254064,0.0029961460336683284,0.004687364155367627,0.02632191416345504,0.06256160890338848,0.03996560939708782,0.04687578676117682,0.05131690602012206,0.056361092464043624,0.047489016477887766,0.01975431496791546,0.05166631973520076,0.01093496090604433,0.015432755597276335,0.042705996962657165,0.04879954174781148,0.01398312588041312,0.023969956702076217,0.05446351870175171,0.04850850105915725,0.05125935089011249,0.47333950150487025,0.10005505771083428,0.21106619596477735
0.062150947711027436,0.029586486476303565,0.010078340409297446,0.007705104270133101,0.047684194256455766,0.050027705822190426,0.05164082337221255,0.050497184635385856,0.05846439578541845,0.0014379410017151407,0.0034836175895163256,0.039417955836754434,0.039470389040644926,0.05547539789474331,0.04356004302589308,0.04019588140171092,0.0474853603081158,0.004381564757185005,0.043949407157290184,0.00468231617891689,0.024888943372133633,0.02846937213115381,0.016241407868710818,0.06482285303630268,0.027181318756329374,0.027529466733575765,0.03627843308900733,0.06539928170432104,0.01781386637755496,0.5371167211890064,0.11193812079383171,0.20817615871000617
0.07004813808440069,0.012994953405420333,0.039258499308300575,0.03209855875641663,0.07242808790200528,0.011935339897526577,0.03247817576628407,0.018464295618576414,0.03153166534153014,0.07094474059547864,0.007886402611117085,0.006261588527570523,0.06861509851923873,0.05824301805008858,0.03522213227524548,0.033916345039954714,0.05576013658417088,0.047464009041758855,0.021179511155802546,0.03968840360283644,0.002919011487663924,0.07281407105430275,0.01307684038244963,0.02429959634417558,0.0670865656246372,0.013393673384693959,0.004312042216839046,0.024551530208746692,0.011127569212768003,0.4915246692454356,0.11216960178846858,0.2247373102064113
0.010661095303758,0.02037885373546822,0.018573160202556543,0.07432054625388611,0.04328370580902806,0.049596042126345524,0.02272799665817787,0.015106019284036112,0.021874257955105912,0.021529216223139278,0.024697864449973017,0.045113794063515934,0.05190807250197239,0.06248362079019041,0.05286233407763915,0.06093229705787171,0.03369359857430799,0.005029110944531816,0.021692311659663486,0.013385595884761035,0.029304172376695345,0.0592954874312587,0.06206408239745482,0.02298264081068078,0.004106183610103939,0.018076334950526782,0.04760638137355489,0.06716565277137736,0.019549570722418717,0.4581956276670908,0.10161452351362006,0.2205221501661875
0.07016544395541324,0.012201882587709734,0.07033216039122486,0.06057539929947034,0.059650959303733854,0.050722943731533195,0.03555620337228309,0.03622231230026389,0.030389611228522146,0.05882448997377115,0.024211041137701707,0.06724942921211838,0.0031783081519406197,0.05079182254208454,0.01991788945216429,0.045440295831984424,0.025171695413687266,0.01605530193426434,0.02630260460808356,0.013010417492561906,0.05242793665439272,0.01798746188338423,0.028462068712775696,0.05452607046690325,0.040006217966792976,0.0016011197396016326,0.014625297752747157,0.010145784922943978,0.0042478299799415765,0.5305963661036449,0.1215677967930633,0.2264064426331875
0.059100319859765105,0.007730746439012228,0.056234269836697194,0.06380970741956814,0.011412286242992859,0.02951984188112226,0.05897541448750925,0.0007746834062337719,0.03743992076599686,0.05990813583618656,0.008133329627645717,0.028120924639520376,0.009171155565740429,0.00944842768576927,0.03302090189151401,0.04338158995995979,0.030850615477834693,0.04831630053276605,0.052371326159500436,0.047203518704360126,0.04865890840185061,0.004989447541894218,0.022160647363965995,0.05695558103973583,0.0028080932002120906,0.036206634143661626,0.014086030959483882,0.05893181026035962,0.06027943066914121,0.4738380135411663,0.10016131776800756,0.20833405266139352
0.004325576958082824,0.026123885159849765,0.01280526901448029,0.06910937754668195,0.0010274016334625938,0.018152726312158973,0.021264553082618234,0.023857242218596007,0.01527866207568748,0.0042769313207232035,0.055919018829776894,0.05305891620503392,0.005302644616094389,0.027846483635752595,0.04822633640931745,0.047884393110659625,0.06381864764197297,0.07000513467949841,0.03264366621445712,0.044586611322900246,0.06747822531689286,0.07190129447598645,0.008186273196605599,0.06710869088495658,0.0029441812378023222,0.04620510536721006,0.029692173337225312,0.041762339825050475,0.019208238370465373,0.4953088770196795,0.10425183174066677,0.2101117065584025
0.05032659568656037,0.002631670805460567,0.004570435382284224,0.019638970955490647,0.00638514670170903,0.03648134653583985,0.05287578939885516,0.00541266248479493,0.0045247898036109395,0.03574588416863617,0.01891247276245872,0.06512937772131702,0.051662558351735784,0.04175241548517483,0.04136985591430942,0.05167274495040243,0.0279340571794356,0.05973658817838535,0.05600456025811429,0.061128113413158595,0.061838657131103425,0.0021533683493057724,0.0409242297537623,0.061219082247034026,0.04989462523604331,0.030907360472056108,0.017045517796504935,0.024872815885404964,0.017248306991051267,0.51255395412299,0.10475042795552854,0.20261676710428322
0.0034750012480104214,0.01754164670180358,0.05598759281562133,0.05565376159219612,0.058499192501117146,0.0679351243154318,0.06730671130912892,0.02838208996704434,0.025600912133404805,0.05210170231788482,0.04420747365260206,0.05313233765441976,0.0029919305185894638,0.018059106324379993,0.010548944924068033,0.0643064062321655,0.0013327880498946007,0.046558215858436086,0.04473607869194851,0.027698585751401723,0.03883474424463651,0.034344347151944815,0.008187138428544915,0.03865897190672484,0.053381874911095265,0.03776421469725448,0.013422991907862652,0.025921122779757312,0.003428991412630069,0.5024496306762335,0.11083144205743865,0.21804334534538256
0.007045942152313335,0.06307094691153621,0.026883098554238125,0.0446858106438514,0.03920541476933353,0.04951542374442058,0.03926708837312608,0.06631576341778003,0.009089563708609439,0.062179239497405794,0.0750569316707726,0.03077804050943248,0.014853163857116299,0.016481508365654863,0.04991175989392684,0.06024922015304748,0.03171170146558301,0.0544568758153777,0.02323303004575742,0.0008142184489972329,0.016423039767614646,0.011242574818553633,0.019267491396369484,0.006255766904368341,0.053241554323056675,0.005957487019405195,0.005442209709494521,0.07132142771355197,0.04604370634930523,0.4500677753014674,0.09765283182249106,0.21365323472447922
0.023348411603214488,0.052382512964199636,0.06074078409637404,0.005832676384172662,0.03986351801190221,0.05944464476019509,0.008778271094498934,0.012135899008282592,0.01227392607287318,0.046379146411340146,0.040729643885121174,0.028566434853798773,0.011151270347797252,0.04622676767399755,0.01599390161835139,0.04042649320452513,0.06638125386141025,0.012494647436750623,0.023701210604794774,0.06431388471063354,0.0428009121938193,0.007206279165207814,0.04961990067794824,0.05589140765671067,0.043951101204169105,0.03994451506771966,0.02006212004937075,0.02000571992614655,0.04935274545467456,0.5241140646575411,0.11113641887473061,0.20986041910989273
0.04188220451062775,0.07244678730614715,0.05412110064219073,0.007966485674859197,0.03745130681995979,0.013948558221708226,0.00485177250408173,0.05396432721483204,0.012550978957136177,0.010163049577015096,0.045875023577426725,0.023297205590287536,0.0014267293784140601,0.042564265457285505,0.04061115130977715,0.009497398848605596,0.03273561683207941,0.07023636332190063,0.034919303298330075,0.03614487351919866,0.012279385545765121,0.055516548078723096,0.045213873249699395,0.056406370732542864,0.06210495980378633,0.012238720059878092,0.022956511788981584,0.03569862906194808,0.05093049911681213,0.5593016197876589,0.11687854486128837,0.20838971833678077
0.060766326843626754,0.03834984012870399,0.010793956069562672,0.012107302423867114,0.00640267993650746,0.018339214559180476,0.05112706887624579,0.009093637532290217,0.028880786022097774,0.06073027028103252,0.03731784765415897,0.010166924867302503,0.05816500483523324,0.006724244439489647,0.04263529971372491,0.061708324857565645,0.041529608875427115,0.04082159019632346,0.0009213909316972773,0.020871970094548244,0.04207967384839794,0.036615598231423366,0.04352560771186165,0.014232518765788285,0.04973112685260235,0.05944815677810645,0.02139933838735055,0.059305347180425995,0.056209343105457596,0.553798893823658,0.11503823262934405,0.205061382498118
0.029924751332525455,0.0592076516107649,0.005882907656898728,0.05756065797401792,0.031191745416968147,0.038045124492595346,0.05965555196423487,0.02464874501590715,0.038048078235903185,0.0537716848547039,0.010701323038967179,0.041060682717981474,0.015220905707490613,0.013041758910463426,0.0601370857595224,0.04586815828356723,0.003435839514436132,0.005735869103315946,0.03724980940636674,0.0038074953738125228,0.06238953146276485,0.05741100788149618,0.017922455386269714,0.03596646138411336,0.05582805044344585,0.05997215910630463,0.045057577781390426,0.016371927204786526,0.014885002978985228,0.5526413998733549,0.12055620450106098,0.21575416471311412
0.018754870779730454,0.008452453948105799,0.07189845058339314,0.045010203051552566,0.02370242576443645,0.0340777469142647,0.010568031601572834,0.0050209179137319475,0.02307346600243801,0.004717846685443321,0.06596576733895385,0.04136955827108447,0.006352296320441359,0.010444619595522142,0.050166679939939875,0.041014935330542644,0.04642494028886739,0.05418574038269007,0.060758490881604094,0.048004018604349184,0.018987832444385358,0.06596961528830521,0.036348044086524894,0.018100229219348295,0.038773742684300526,0.018703138005794567,0.05731100999630155,0.032145816125549655,0.04369711195082568,0.49894852021087044,0.11059192281730658,0.2212555356401817
0.002702813575969415,0.008366958541515614,0.0034164810326079227,0.0274332844410783,0.03591116862973758,0.053724812625856315,0.006221223719892999,0.06109115195424723,0.05833783832158685,0.01235008494877914,0.022607722267788836,0.021920697093362407,0.058720667397756464,0.003769864810204006,0.0071483088907976925,0.04990051110419763,0.043875798307484185,0.06304245111141991,0.05912625661711994,0.023791477194529394,0.06280171301779694,0.056240088269972593,0.003271082604639159,0.04960476110377311,0.03192375324675876,0.05142710857527689,0.049974166626924915,0.028346958610304583,0.042950795358621084,0.5728283802613964,0.11778259759999532,0.20495884479494456
0.07426373701910395,0.03461537607888647,0.014768803130510539,0.05016462443558506,0.05686000169443244,0.006731674078751898,0.06681399326975426,0.0009744432232752993,0.01987666953213999,0.016809211964395797,0.03838560118864878,0.009256990933174288,0.022479161117231278,0.0508130590366375,0.06840746090080273,0.03373657361403384,0.012499568349692652,0.01742825674208466,0.001572746004729209,0.045857643832278576,0.06482139571148633,0.07477288777308529,0.03487908106256505,0.01357500225022324,0.06027781599362757,0.01906772684126805,0.05942959412972468,0.006336070863387212,0.024524829228483237,0.5321424327137709,0.11880159440138527,0.22235195122801976
0.007049621907286355,0.04759507870614932,0.018400625452325955,0.06410313312532337,0.009039512971794127,0.04956982368831571,0.006081925978468237,0.04024007121311132,0.025691309268763042,0.06218609312173006,0.0024156053619223835,0.04710847753071681,0.027071817045658367,0.028405065548899534,0.0583787058197673,0.04319150443667378,0.06014475304555264,0.04337328147638537,0.052239458836883204,0.03232242587854944,0.0031517714411146004,0.020866807379917533,0.014424825771342959,0.013180527380798205,0.02358974099948002,0.05613883083887497,0.054636038091117466,0.023138690120509682,0.06626447756256841,0.45755319462768157,0.10076187145823703,0.21694702922528034
