Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WMT
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,-0.00017414826572337283,0.01887003580729174,0.0061653587558057055,0.0032340367434360306,0.0015283080961852047,0.00842828486306546,0.007977291655295815,0.00728948630219306,0.004293342705159464,,-0.009308893886093794,0.005211911577414519,-0.008262268078139234,0.027487884100427795,-0.03393810468246161,0.009552552408730763,0.001018995956102664,-0.0021959219764587923,-0.004214269266797688,-4.2414305134186314e-05,-0.0014229816767376002,0.004653886446555511,-0.00015753876147495127,-0.0012134650689460402,0.0031822865778261544,0.01049010683222007,0.009955456889191305,-0.020549196697283056,0.008723000733301012
2018-01-04,0.004644969352628925,-0.004214231575185301,0.013058718056365937,-0.0037944070233473237,0.013733492363135147,0.013201627671782568,-0.004595264204562022,-0.003112550879948106,-0.0004452745182297324,,0.013976048718726153,0.007936088268315045,0.013513445770972687,0.020253634937291265,-0.018338445584133778,-7.110491611794778e-05,0.00906906699125365,0.014084577986089863,0.00701484965241117,0.013071348161226348,0.016209473467878155,0.008801414587844336,-0.0006301341495872359,0.00706869210489125,0.0,0.004340438693607895,0.0037181175918925558,0.003242383520042358,0.0009050172955962221
2018-01-05,0.01138531604115589,0.005958303009910404,0.002280648095325688,0.041021951526357237,0.015805345169804808,0.013310818943411906,0.013849630099613597,-0.0016392091442679613,-0.005435272138516578,,-0.00510058158429294,0.010445675033036839,0.00699029470360335,0.004885531626799278,0.006977298473142213,0.008253316520257847,-0.0064197044365306155,-0.00021706023943179886,0.002015003509872937,0.0077918837000456875,-0.0010516919044459838,0.012398138256083824,0.008511994439104553,0.0006580122657704468,-0.0018126151468151885,0.019068829750458205,0.023948989795356423,-0.002281348581099407,0.005927228576090959
2018-01-08,-0.0037142508370535676,-0.0002767107371030031,-0.009200636014334296,0.0042416706842611784,0.025129611612205505,0.007030547150399968,0.010371865926462887,0.0049257016880528415,-0.014334403011512342,,-0.014519437428903603,-0.0023896452668424883,-0.005399165571409181,0.0060311562098041005,0.0,0.0012701479588854703,0.0014768660468693628,-0.0015194203448645194,-0.0006895166553997356,-0.003242357793316719,-0.005790535484584636,0.0010204823154462694,0.008909088990305403,0.005260887419685112,-0.005372326681243544,-0.017356714444362376,0.00403832849633412,-0.0017149419468927007,0.014780818910719251
2018-01-09,-0.0001147362877008673,0.01539312671840909,0.0036944095012509948,0.026696756221960216,0.002409166412246311,0.002663980469422844,-0.006259389298847395,-0.0053684155291332525,-0.0007270878394922686,,0.008458778060695726,0.0055197503355639554,0.008207374877735152,0.002202296496516931,-0.02503358749584228,0.015857354356745068,0.005069152550763345,0.004999990048615732,-0.0022422779628090694,0.006213793464625805,0.0024709328477077186,-0.0006796279952806517,-0.007126362387595009,-0.007304820759139741,0.00775963709502836,0.004983139363542222,-0.0019272308915434522,-0.014888314342126008,-0.012006704196189544
2018-01-10,-0.00022949890725432187,-0.002835665059520709,0.006963834072959196,0.005746999754847382,-0.0033647634635463053,-0.003206582402457525,0.005542988871636734,0.00641432531061259,-0.00427507013158035,,0.001535793438997235,-0.006732278667360148,0.006922636238824165,0.0021363732723131967,-0.02567627141930262,-0.0011793962096930954,0.011004098254565386,-0.003460952822764596,-0.00017286378043945838,-0.0005802362000859596,0.008802767211402385,-0.004534136480889517,0.0020284738686378034,-0.006370146201148175,-0.002717601019356697,-0.007437612441357544,-0.0010914050268813202,0.0015500487388364625,-0.007172041289775777
2018-01-11,0.00568021992828216,-0.004921764702397247,-0.004840919362380958,0.024542512683099815,0.020075974733718693,0.002757310789968992,0.004760677209606712,0.030390203255224124,0.013885051850889507,,0.0031455315770776426,0.015015586956201865,0.00528352077430827,0.00012180989082710703,0.021411761115579075,0.005695575873286618,0.005351440706490962,-0.0006511564900280042,-0.0006915746699696079,0.004851945641149102,0.00523558675221647,0.0029606255651786206,0.0010899983415393333,-0.003537080695329875,0.0017409410830102612,0.0053077718894036785,0.0072280463665570505,0.008125401331033455,0.003511572996397927
2018-01-12,0.01032632115015475,0.016926722678730854,0.0023825856822332625,0.024655603005849347,0.006501218223142757,0.010449123790948978,0.01920200715869358,0.007769470637335463,0.013334565144781596,,0.007447159722969721,0.008937772542769062,0.00728218127313518,-0.006455623927975052,-0.003916106186198198,0.006699366431948128,0.016510302160927637,0.0023892399688130173,0.001038167917434496,0.00891421602027398,0.018402802792965023,0.017257000584331328,0.005910674257374238,-0.005990026693147965,0.01805953948756578,0.014419450768893727,0.0020861148835078502,-0.00479754360145479,0.008498361648110908
2018-01-16,-0.0050821272522202365,0.002702118558915112,-0.006239525356005693,-0.003123011866555503,-0.0058133028504009365,-0.01224599510414881,-0.008074333863022809,-0.01190128386257494,-0.015826431581555056,,0.00556352442350172,-0.0005600275500305951,-0.007418091881293276,0.004352160573543928,-0.0023127262936292192,0.007546694188877989,-0.0035502044233560737,0.008233959715145067,0.0006336656502932136,0.001104447462317415,0.058131637163618244,-0.013950893094725192,-0.019328901119410435,0.006807282738497067,0.005863642618378018,0.018631886451224267,0.00249815189363245,-0.00385655149605868,-0.0017844780437649144
